"response","predictor"
8,4.83569082974106
11,5.05038463183587
8,6.21316040419693
9,5.24583045442597
2,5.28403702785462
5,6.31479224147413
10,5.49959553389298
16,4.37771019750575
9,4.75354564626921
10,4.91031971943503
16,5.99565316833565
9,5.43387898758729
19,5.46050144288613
7,5.27194376536433
13,4.83870326240985
6,6.361493538922
11,5.52360281084901
20,3.92169884819074
9,5.6558813360164
9,4.89268558497684
15,4.50591459110855
17,5.05831630547211
13,4.53309710860029
12,4.72622070096076
17,4.79372447589798
21,4.10364934801743
4,5.74456157892144
9,5.29969252659374
9,4.46021099094223
12,6.01497969869545
6,5.47720174395993
12,5.00820353605502
10,5.78183167967926
10,5.77078676689648
5,5.73402770306437
12,5.64761616516506
10,5.56004647479943
13,5.15975738812513
19,5.00112426856905
7,4.95269384934195
11,4.74844046370167
13,5.06485376928726
14,4.37749237148063
2,6.60982137747003
5,5.98517529889824
16,4.46997942091782
7,4.9381248570556
11,4.89667402014491
10,5.70697732691861
9,5.14581010679331
8,5.36465703409659
6,5.18144460902334
12,5.17213420276064
7,6.0895914846094
11,5.05324885932148
8,6.1857058928792
15,4.19331067725036
15,5.57999893726345
11,5.280505258499
7,5.34036201968358
7,5.44676566379392
16,4.87348975547895
13,4.98341520061488
11,4.53792600098039
11,4.50333570279087
11,5.39729361691277
12,5.49133635610913
15,5.23445274737483
6,5.79947385412183
4,6.53255504565764
15,4.88082974206325
26,3.69904023083347
7,5.85373004090047
18,4.73901950432144
11,4.75279439929622
5,5.86662139030285
12,5.01489754541684
14,4.40653348703455
15,5.31784726183695
12,5.10972061441462
9,5.20374672083493
6,5.45043226073212
7,4.95907097933493
10,5.61884475653724
13,5.05668373481781
16,5.4156582765452
9,5.91294535854708
6,5.48286796904197
10,4.9881444694047
7,5.94672495199321
11,5.84577750637538
7,5.55645802368025
9,5.35517562782244
19,4.79186105057441
8,6.08442409154451
14,4.80983126835437
14,6.62176644546077
3,6.19619690702037
19,5.04679476658469
13,4.53282641480059
12,4.73823573359545
9,5.36697441095174
14,5.03965027899946
10,4.97409731039147
7,4.58144793127774
12,5.1707319788742
12,4.6898120948529
9,4.11583774121771
9,4.95285276181295
6,5.7973477958895
13,4.82602447430455
12,5.59517680944627
20,4.14837623961204
11,5.16388472240905
6,5.53761468256325
13,5.39574968540836
12,5.26868952619681
5,4.78354109460151
8,4.64769217507817
12,4.53431628610681
7,5.27647028811508
9,4.58414150077988
12,4.88113766159457
9,5.03354007507114
3,6.39851030340093
21,4.77623256389795
7,5.35300127198516
8,5.25067455221641
17,4.57479318781542
10,5.15364974401966
6,6.13895805797518
9,5.49347763450149
15,5.22680139929541
19,4.92537705897924
17,3.86538930599867
15,5.93536918871921
16,4.25058395389887
7,5.68096588207027
5,6.44091731999136
17,4.26146944536833
4,5.65615981799356
18,5.0295716318884
21,4.17810629655543
22,4.21546602504186
10,4.15900148717651
11,4.8549107605893
16,4.24985886975267
9,5.64714590243429
3,6.56507081134169
16,4.36343019057713
6,5.71203025085887
12,5.69987745665059
7,5.41593167631758
13,4.54455520461994
8,5.12235580569007
12,5.01774303213934
9,5.56594319659331
15,4.95791480853251
9,5.83503270134565
13,4.95652244245144
8,5.88426245262657
15,4.51803494566706
13,4.38089909090723
4,7.30667595771256
13,4.92904256769572
12,5.39384793450146
5,5.613770288122
13,4.88554259328932
10,5.53596032880385
11,5.43982694280031
11,5.0600026700329
12,5.24244047179146
8,5.17785628507
5,6.58349373436052
13,4.71813153742266
11,4.48760242640147
12,5.2245624594612
6,5.40181248713804
15,5.48374026129162
17,4.90206253373778
15,4.50883801291873
11,6.02107036445817
16,4.97272724783019
8,4.63741663927531
10,5.04641828018829
13,5.07183566867344
6,5.92144818831387
12,5.25507923992818
4,5.69013496036994
23,4.87546018883803
12,5.33938945122804
9,4.98895415753096
8,5.26147929331282
15,4.6180138173146
20,4.34797900333682
4,6.49818870008618
9,5.59046073538707
14,4.38667361494379
17,4.80274215415773
27,4.42943794501175
8,6.62922672677442
5,6.05306843468178
13,5.02765571314737
3,5.55307613850086
9,4.93067903385274
21,4.89043951849987
13,4.68740815539734
17,4.81349877615132
8,6.27308985376885
8,5.16488171869446
8,5.27750940367793
12,5.35839682923941
7,6.00110932101547
16,4.86455850988589
10,4.55487035224518
4,6.28920300606207
10,4.91324390901156
14,4.73000711953908
15,4.39642247272586
13,4.36493478049343
12,4.82691723845631
12,5.60169078115824
7,5.92140129030432
11,5.65993242999313
14,4.96362275688809
18,5.23883745929999
10,4.74201229860795
21,4.73380819497689
15,5.775022824335
15,4.5398648239077
7,6.4709410775701
10,5.1412922639222
11,5.33945023730899
20,4.71995699191928
11,4.82664735165388
8,4.34393951400159
21,5.08109849755773
8,5.4723385632009
9,5.4107978237049
15,4.69200128341441
16,4.6873957189449
9,4.87357083307714
5,6.17243943540013
20,4.46075264656727
8,5.08361646365287
8,6.4365351840913
12,5.13436632453627
16,4.31610354251609
14,4.76789986707186
14,5.51554898628817
9,4.95585813341465
16,4.83478036369264
13,4.9764537978165
11,5.25882282064049
8,6.23903070124479
13,5.14243267710973
8,5.90251967249849
6,5.60999017517287
8,5.12613406792101
19,4.20361369812111
11,4.86127374359086
12,4.88158420545999
12,5.23065038129499
10,6.04512914048343
4,6.69050133299021
6,6.20592768833945
16,5.11345187318619
11,4.05825719288754
15,4.94729308835337
11,5.25798469499764
13,5.74925845264383
5,5.82564317951478
9,5.6448011291207
19,4.29307167263035
12,5.75226797966168
14,4.90973780932231
11,5.31362175510482
11,5.24845826516293
8,5.47830839723083
15,5.21603873883699
13,4.11614118656932
9,5.67872237710274
9,5.45091726942729
14,5.02732644356916
9,5.27679393218034
9,5.2871251194895
8,5.34366265456465
10,6.26655000788537
10,5.05761725369324
9,5.30924249952503
2,5.95944951749491
6,5.885217665195
4,5.94442102174723
15,4.82464579931129
6,6.50161377469034
9,5.24335556610462
4,6.41345369905946
27,4.32191325408004
12,5.21363933113025
13,6.01244447112999
9,4.73509257830518
18,4.71075217065847
14,4.58994984265552
14,4.51586636842982
13,4.91584630343274
7,5.41526646242334
24,3.89076317635153
12,5.33778728169199
10,6.00383878017077
5,6.52442311185628
5,6.04576439493038
9,5.69190359646737
16,4.07762524057569
8,4.80902063979559
8,4.9711698032213
11,5.65729053679198
9,5.13131363289755
14,4.38187839176089
8,6.29488321026118
6,5.79240433966738
10,5.35432967711917
8,5.99177059671178
21,4.32979671329727
6,5.62953319356337
10,4.86010695539628
9,5.64443458920296
8,5.16046572947095
4,5.61142446347044
9,6.0680864497886
12,5.20473855870598
8,5.86141311401886
8,4.42751787715381
13,4.73095711371659
7,6.18749151240232
8,5.44530218246555
27,3.86605516671808
12,4.31337565614646
22,5.06949233986707
9,5.76275661281742
6,5.13377588378511
13,5.60572185681342
2,5.82335349556209
5,6.28618563876091
11,5.23641087662873
12,5.16621176098242
19,4.06039571655753
8,5.26456293615709
11,4.82829746236788
13,4.56689377117734
10,5.0830609498191
3,5.85971306228338
15,3.90471348235242
6,4.92226846331647
13,5.27581423432876
13,4.61941507946428
8,5.4170369126245
14,5.46742944840023
15,5.17852649647061
26,3.59716617405598
10,6.87144779481331
6,5.06655548264567
7,5.62327563303199
6,5.37794821917376
9,5.86603760263193
10,5.73147864014316
20,5.06363443870147
12,5.44580905193553
14,4.58548425976947
8,5.75699995708456
14,4.90032507972517
7,6.77090267996234
14,4.12681821780268
15,4.89840829207209
8,5.73649691079351
16,5.53158615547113
12,4.81683732496525
12,4.55209251756511
14,5.29390920806195
8,5.19070018144151
26,4.03631719577836
10,5.222458193637
14,5.3236497052001
14,5.3135721580382
10,4.51423892230826
9,5.50948663089671
9,6.09607058902351
13,5.49655366206688
13,4.46186749425668
11,4.91683044470026
12,5.42496735270984
14,4.77942033964313
18,3.79752988224007
3,5.77476303301834
18,4.66083955244406
7,4.82718582400062
7,6.17753539585295
15,4.69680579575649
5,5.74972550112304
15,4.3805561287678
11,4.96954743800191
15,5.15218858756129
14,4.44037657412417
10,4.78741362780921
12,5.1812529905966
10,5.63595237967705
14,4.12714474677368
22,4.97265974451268
12,5.69166418505456
14,4.84977404601456
6,5.34773974908741
8,5.51994857054188
8,5.37409275996559
11,5.6246174916564
7,5.1202393703647
12,4.93111026616512
12,3.48195318118116
6,5.13958833798834
9,5.47968505263399
13,5.5480092465643
11,4.83906907164639
8,6.35667689135385
8,5.38617587275874
14,5.28210530799828
8,6.02697340665454
10,4.73299695614248
12,4.90727989444894
9,6.75834411203235
11,5.20723397169358
10,6.2618194739154
15,4.26497068080556
14,5.07616407867211
6,5.44597553736394
5,5.39502505438377
22,4.54633643131796
12,5.21251852850649
13,4.49967657547721
12,5.66325716140878
5,5.90510380840942
19,3.75375799728318
8,6.00320075049509
13,4.39332107707448
11,5.49560002483871
11,5.6289367147927
10,5.07007161173407
15,4.78067592804114
12,5.30745866380733
9,5.4852321554644
8,5.77414683296666
24,3.86598096046373
18,4.13635347576163
9,6.12976152177232
6,5.88030875062251
7,5.48293781678999
6,5.66486596462219
13,5.79616369646665
21,3.47040018099731
10,5.92168011281523
11,4.88475806223449
15,5.34990093991028
10,5.00814742942567
11,5.76677722015118
8,4.97349290817885
10,5.53702744782736
14,4.94605476388466
20,4.48968831408402
7,5.98650683178617
10,5.68158500732828
4,6.32077045545169
3,5.24235005617655
11,5.93125178478831
5,6.4840223851124
9,5.01703662522467
15,4.34008177670911
15,5.04442148136022
9,5.0608731940095
4,5.29859232793106
4,6.31299823525753
17,4.98800646987152
7,5.4424530262732
4,5.0520053578179
11,5.21329296054127
5,5.40413748127907
13,6.06333955242404
10,5.27885694536901
7,5.66334750802022
11,5.7062590193593
9,5.79460262605616
17,4.82664354108015
6,6.25747278922654
13,4.95237811945889
10,5.13124029102766
6,6.11263267401421
11,6.04115453899463
15,4.4915052829327
15,4.63250384972865
17,4.3172486114091
10,5.31820067520289
7,5.307146564147
11,5.43667454678079
14,5.55890251424206
13,4.80876965010974
13,4.55409591578584
8,5.86741028644869
5,5.68818984669411
19,4.21904175073634
11,5.13815415694796
10,4.61763391520828
24,3.85401180414772
5,5.29757808527229
10,5.14851238898192
17,5.1367099761165
7,5.3404991521708
7,5.77360235685778
13,5.3336383779142
5,4.79931670213221
7,4.72238048625117
13,5.11432818452323
11,5.40151104127632
10,4.52420777074367
8,5.08019923525245
7,5.82872371910914
8,5.12961794069758
12,4.74602656606365
15,5.0206356405234
5,5.92452155448529
6,5.55752857478919
5,6.00383927005304
14,5.29041360715515
8,5.46667881271878
8,4.83700300697371
8,5.59349093480472
15,4.87088319757699
20,4.27663242194777
13,5.28319542769468
6,6.46480329152543
10,5.72059432072249
5,5.95741470346507
15,5.43325622001055
11,4.80443783409445
8,5.06854344417832
11,5.02238873057225
15,4.89534514314164
10,5.65770873455432
16,4.42171372346248
6,5.7631379858733
4,5.76169911604683
18,4.42089546660531
12,5.61566979863535
3,6.77964732402393
11,4.83780993673795
4,5.74918775691525
11,4.69156880034739
11,5.92196242183182
15,5.36238606795227
6,6.27374500455506
22,4.251669026451
10,5.16665637401852
9,4.85749863551836
10,5.07177783510041
11,4.7907738172541
13,4.65800167265225
8,5.57616954350069
9,4.49307253585
6,6.16462010551158
16,4.42896571954606
13,5.26570144840693
6,5.54644303643721
14,5.58137797041021
6,5.00386466848685
9,5.25167629696346
10,5.82482169867629
25,4.25329715390032
23,4.69186918750415
9,5.4082615043058
15,4.91089171408096
7,6.09050259608115
7,5.63761501118064
10,5.24690838906959
17,4.21995774360116
12,5.21696514646206
15,4.99432968567195
11,5.13347476621161
14,4.4319865024138
14,5.52412772848945
13,4.52467831380043
6,5.05295571206243
9,5.44792678914338
9,4.69071473714152
5,5.57894441369204
9,4.3442682389264
26,3.37364645867565
7,5.5022291940108
10,5.74635088752465
7,5.0142004746656
6,5.52768206548455
18,4.44865425869561
6,5.11735340556332
21,3.9380130555736
14,5.96776757943504
4,6.40894206000305
13,5.89810796918329
12,5.18222447183107
8,5.17833527752065
22,4.21455604495179
12,5.71375047352735
12,5.06302278255035
10,4.7731170985153
17,4.2821832347721
8,5.00515437717992
12,4.64811026223914
12,4.94193016178691
20,4.40856000795366
5,6.2969331639147
8,5.18959835731482
6,5.89871430022705
31,3.50889521433253
11,4.90542141050336
16,4.76093651046515
12,4.40509798341216
7,6.20529595024566
10,4.28006675214983
7,5.40695366926522
7,5.7501835856268
12,5.31582362247172
8,4.63108393962792
8,5.81175777437071
7,5.31088225319654
7,4.50872636085167
13,4.29776811905866
3,6.55636633242055
15,4.75897295547802
9,3.99387842495327
8,5.54661858578987
8,5.40164966643958
17,4.32000768178031
17,3.93707833117173
11,5.12440336384691
7,5.94060758961112
13,5.6134806228684
18,4.87959067429471
5,4.65777764947015
7,5.37619339188785
9,5.3022796756905
11,5.60931263535027
10,4.94273133231222
8,5.78458013458201
11,4.65997250723144
12,4.98514594492202
4,5.68152944042184
16,5.84348154560762
20,3.9399719440553
9,5.2696737645605
8,5.59570635762751
19,4.25696419623109
13,5.51240663991889
8,4.66168672424208
9,5.86316445790688
11,5.55001332086672
7,5.69988399174715
11,5.27846756403657
9,5.76137148220254
3,6.09733444340445
5,6.47806121004616
10,5.18154321441311
25,3.73811679128394
13,5.22049190298609
10,5.33361478549248
12,5.09902552435614
9,5.5693876035051
19,5.85694067693427
17,4.86331142039092
14,5.00883803734853
10,5.45859743572022
11,4.84235456803206
10,5.25932379926735
21,3.92489006072455
21,4.47206518109154
14,4.33695894085732
16,4.64514459712729
18,4.74935205684507
15,5.44849834265514
11,5.83837345163972
10,4.7272007060931
12,4.5520546614543
19,4.52290224165682
15,4.93051732786361
8,5.04463110570083
9,5.51435139699488
7,4.99113885259055
21,3.84898197524099
10,5.14056772089241
4,5.97167142692351
11,5.97454082453171
10,4.6871739082277
28,4.19394524663558
7,6.79773931971243
11,5.09442573738838
10,5.13665668743135
12,5.4733732226538
13,4.15087435319757
10,4.72665757772566
8,4.19871243656149
12,4.74948850089311
7,5.27725213145296
9,4.31293885230851
9,5.58348874158875
8,5.38807361873127
9,4.61226023334658
13,5.34711121254769
5,5.686252755621
9,5.88971191462013
12,5.06164861887976
11,5.13913608395782
15,5.14363581226175
7,6.13695014143578
8,5.9312967299807
10,5.74236101904208
9,5.01322848010355
9,5.44260693220816
14,5.46213871529345
8,4.52291235871194
15,4.07660206504152
10,5.61718951797355
22,4.20594815473273
11,5.20109439751474
12,5.36266108387642
12,5.56651380369882
9,5.32312705438463
12,4.72364502590687
8,5.84113780893205
5,6.33011194848906
10,5.77276622580154
21,3.93662691413942
5,6.10972452051191
16,5.16356363497893
13,5.54119428155754
5,5.60432160331619
14,5.13715405241564
11,5.15107892152833
6,5.86245209506508
4,5.66254124961606
5,5.84367045992875
3,6.74890235189971
6,5.63187031140116
16,5.33479775230045
17,3.76308847812585
7,6.94961410210998
10,4.8862600658324
5,6.74357756481201
8,5.44351831920324
11,6.19997962928292
11,5.12868829123545
9,5.53245599055378
10,5.33907268676747
10,5.07902154540723
9,5.12174401399538
1,5.85834231829877
8,5.06905220446852
27,3.87550637861348
7,5.07267198826061
12,5.55086389359858
13,5.60069621562844
10,5.60076908136033
21,4.1001340114351
14,5.43968233770728
5,5.82910848646559
5,6.02977614295398
11,5.05377517382133
11,4.99076981898118
5,6.16709459072073
20,4.11584677024344
12,4.91606051500647
8,5.49735035158235
16,4.1484470525022
11,5.38175811058064
4,6.42061161368393
8,5.19736057526638
11,5.01900488377367
10,5.50869261412214
13,5.01860308898825
9,5.72871024315139
7,5.7878830518923
5,5.20174957979958
15,4.43515009746268
19,4.34315652715159
11,4.81455171232404
9,5.71829732535739
19,3.927166636473
25,3.97388864682385
7,4.77504311390593
14,5.45635665118738
17,4.60618206869276
5,5.77638687411244
7,5.41669048060087
10,5.0890842481449
11,5.73223828874566
12,5.45243735583259
11,4.9101422323121
9,5.3502247073718
8,5.62088368268543
10,5.43158417416033
18,4.77229336483284
9,5.75588143329172
6,5.9494085466131
9,5.37957846175317
9,5.29366803060042
16,5.15084369749311
8,6.60492030009681
11,5.37960509588827
7,5.09710888134504
28,3.56985342857178
20,4.18256685273015
11,5.14951241960313
5,5.33409112914801
7,5.37996709826005
8,5.7339794072916
14,5.0738009339417
7,5.98948271641367
14,4.60101457213477
6,4.41451223171201
21,4.40115898459002
10,5.68249306572124
9,5.1461020374795
5,5.71338164918332
9,5.0259908259879
9,4.81527013356167
6,4.96057082616777
18,3.99579906424288
17,4.43975008073083
20,4.26267747986701
11,5.88530947678398
13,4.81173544061418
11,5.71314890431362
6,6.18571889109977
14,5.07534637407854
10,5.38452128912903
12,4.06180611239255
13,4.66786464461213
16,5.23653965209885
11,5.3944064871685
15,4.70639122375573
7,6.94515834949742
16,4.90204640958995
12,5.24175831180952
9,5.62236471364979
13,5.1830878873969
5,4.78168119843238
9,5.87944868157615
6,6.25010446008468
8,5.18069891881761
15,5.56547377451199
7,5.13668187597329
10,5.86069589150641
19,4.4484911937311
7,6.70855914559641
21,4.80770468893758
19,4.25174788061524
7,4.9719034123245
12,5.29536051469425
4,6.25535378499215
11,5.79228628990136
15,5.29259798082976
11,4.2968357094077
8,4.63707546596313
11,5.09386479405096
5,6.85946697374939
24,3.99085207675803
13,5.93518552369991
8,4.85729773279795
8,6.28289408499182
12,4.45951958401729
13,5.29335510253079
15,4.48529188789321
7,5.78728567713509
8,6.16445666767976
7,6.46796865416075
9,5.71844042743319
5,6.39812306547558
7,6.01017554063007
7,5.11428130731439
5,5.51007420488506
16,4.56820376254064
12,5.07961858988935
7,5.99362641042673
10,5.55183469326353
15,5.49728226555647
12,4.52521482420332
12,4.80706640028282
11,4.70300609106018
11,5.45694231550877
18,4.55617004019674
10,5.56532690356438
14,4.4743293322432
8,6.38854479778799
6,5.49938437716077
8,4.74434765203537
10,5.3566798561258
17,4.97090542050183
7,5.44124617384378
11,5.3582962671942
17,4.54082578777004
9,4.68564597876734
15,5.39473589508072
8,6.26538374068851
7,5.9050010556361
14,4.79403114214824
8,5.73684988607087
10,5.16843057070841
9,5.39585387361696
15,5.36923496897876
2,6.8740423464202
13,4.4295622731183
8,5.26559790835836
21,4.04301476282105
4,5.58339334992319
12,5.91279550661891
11,6.13968045671575
20,3.94865558630587
10,5.46830017317612
4,6.23569046839937
8,4.9308896890225
7,5.06210215414673
5,5.17625080556692
12,5.43726218843147
7,5.63235391923488
5,6.05658357441246
8,5.13793306621076
7,5.3275807295571
3,6.81719862019395
10,5.48021430327474
12,5.32268952106439
21,4.32754196856576
9,5.20185643095445
11,5.05613800044153
8,5.19282021062391
14,4.82597853317374
13,4.75356982591224
6,4.73149713931692
9,5.06057206499015
4,6.08928622121861
8,5.88190630726356
10,4.96601617333701
17,4.10415430454982
17,4.65102077145163
7,4.90245565339367
15,5.2673647027484
9,4.76930527079447
9,6.50434244904073
17,5.02302610262807
12,4.41093609434432
9,5.10817985776637
13,4.54650457196428
5,5.30150120972896
11,5.35186184915842
3,5.43113194755845
19,4.14579213156926
10,5.34346233913092
15,5.40179255235207
9,4.27627950912208
11,5.82098766582477
6,5.70971107141132
13,6.69475258475039
11,5.30185694179422
13,5.2303767928867
14,5.26278079215358
5,5.2453480500852
11,3.99849269603052
12,4.11376741188254
18,5.14959967158572
9,4.82230620263178
14,5.23557874128733
27,3.82771455738065
20,4.22584613455761
12,4.48403576468982
7,5.84093784368916
13,4.48598149539142
16,4.68031593017526
10,5.25191798213813
8,4.99021486481368
11,5.29517116613418
4,6.6982902883297
14,4.46900761368215
9,5.00144473405863
20,4.86410635766657
4,6.1830570274411
13,4.69983480012132
12,5.14664351254578
8,5.71163684930976
14,4.51191615163354
10,6.27586428023231
6,5.63924557005826
15,4.50176570380527
7,5.49547557588753
17,5.06135035689851
5,5.40359870179632
13,5.14151612193982
2,5.89583542390592
13,4.32178474929283
6,4.86029914682265
10,5.03802605945899
